seqnames	start	end	width	strand	dens
scaffold_1_RagTag	3700001	3800000	100000	*	30120
scaffold_1_RagTag	3800001	3900000	100000	*	32341
scaffold_1_RagTag	3900001	4000000	100000	*	34011
scaffold_1_RagTag	4000001	4100000	100000	*	33735
scaffold_1_RagTag	4100001	4200000	100000	*	34751
scaffold_1_RagTag	4200001	4300000	100000	*	35075
scaffold_1_RagTag	4300001	4400000	100000	*	31566
scaffold_1_RagTag	4400001	4500000	100000	*	35799
scaffold_1_RagTag	4500001	4600000	100000	*	26995
scaffold_1_RagTag	4600001	4700000	100000	*	32756
scaffold_1_RagTag	4700001	4800000	100000	*	31174
scaffold_1_RagTag	4800001	4900000	100000	*	33605
scaffold_1_RagTag	4900001	5000000	100000	*	26923
scaffold_1_RagTag	5000001	5100000	100000	*	32985
scaffold_1_RagTag	5100001	5200000	100000	*	29661
scaffold_1_RagTag	5200001	5300000	100000	*	30430
scaffold_1_RagTag	5300001	5400000	100000	*	33562
scaffold_1_RagTag	5400001	5500000	100000	*	33777
scaffold_1_RagTag	5500001	5600000	100000	*	32204
scaffold_1_RagTag	5600001	5700000	100000	*	29060
scaffold_1_RagTag	5700001	5800000	100000	*	30679
scaffold_1_RagTag	5800001	5900000	100000	*	33048
scaffold_1_RagTag	5900001	6000000	100000	*	33645
scaffold_1_RagTag	6000001	6100000	100000	*	35095
scaffold_1_RagTag	6100001	6200000	100000	*	31111
scaffold_1_RagTag	6200001	6300000	100000	*	29541
scaffold_1_RagTag	6300001	6400000	100000	*	33856
scaffold_1_RagTag	6400001	6500000	100000	*	34113
scaffold_1_RagTag	6500001	6600000	100000	*	35208
scaffold_1_RagTag	6600001	6700000	100000	*	30566
scaffold_1_RagTag	6700001	6800000	100000	*	35014
scaffold_1_RagTag	6800001	6900000	100000	*	34880
scaffold_1_RagTag	6900001	7000000	100000	*	33989
scaffold_1_RagTag	7000001	7100000	100000	*	32748
scaffold_1_RagTag	7100001	7200000	100000	*	35896
scaffold_1_RagTag	7200001	7300000	100000	*	32529
scaffold_1_RagTag	7300001	7400000	100000	*	27517
scaffold_1_RagTag	7400001	7500000	100000	*	32585
scaffold_1_RagTag	7500001	7600000	100000	*	36917
scaffold_1_RagTag	7600001	7700000	100000	*	32700
scaffold_1_RagTag	7700001	7800000	100000	*	33959
scaffold_1_RagTag	7800001	7900000	100000	*	32079
scaffold_1_RagTag	7900001	8000000	100000	*	30763
scaffold_1_RagTag	8000001	8100000	100000	*	32395
scaffold_1_RagTag	8100001	8200000	100000	*	25372
scaffold_1_RagTag	8200001	8300000	100000	*	35647
scaffold_1_RagTag	8300001	8400000	100000	*	33901
scaffold_1_RagTag	8400001	8500000	100000	*	35155
scaffold_1_RagTag	8500001	8600000	100000	*	30781
scaffold_1_RagTag	8600001	8700000	100000	*	28056
scaffold_1_RagTag	8700001	8800000	100000	*	32768
scaffold_1_RagTag	8800001	8900000	100000	*	29169
scaffold_1_RagTag	8900001	9000000	100000	*	32011
scaffold_1_RagTag	9000001	9100000	100000	*	35915
scaffold_1_RagTag	9100001	9200000	100000	*	32916
scaffold_1_RagTag	9200001	9300000	100000	*	32845
scaffold_1_RagTag	9300001	9400000	100000	*	32213
scaffold_1_RagTag	9400001	9500000	100000	*	31845
scaffold_1_RagTag	9500001	9600000	100000	*	36099
scaffold_1_RagTag	9600001	9700000	100000	*	30824
scaffold_1_RagTag	9700001	9800000	100000	*	33691
scaffold_1_RagTag	9800001	9900000	100000	*	35627
scaffold_1_RagTag	9900001	10000000	100000	*	32103
scaffold_1_RagTag	10000001	10100000	100000	*	28052
scaffold_1_RagTag	10100001	10200000	100000	*	32646
scaffold_1_RagTag	10200001	10300000	100000	*	30235
scaffold_1_RagTag	10300001	10400000	100000	*	34728
scaffold_1_RagTag	10400001	10500000	100000	*	34897
scaffold_1_RagTag	10500001	10600000	100000	*	35515
scaffold_1_RagTag	10600001	10700000	100000	*	32504
scaffold_1_RagTag	10700001	10800000	100000	*	28615
scaffold_1_RagTag	10800001	10900000	100000	*	32259
scaffold_1_RagTag	10900001	11000000	100000	*	26780
scaffold_1_RagTag	11000001	11100000	100000	*	30487
scaffold_1_RagTag	11100001	11200000	100000	*	29247
scaffold_1_RagTag	11200001	11300000	100000	*	31915
scaffold_1_RagTag	11300001	11400000	100000	*	28411
scaffold_1_RagTag	11400001	11500000	100000	*	28742
scaffold_1_RagTag	11500001	11600000	100000	*	31091
scaffold_1_RagTag	11600001	11700000	100000	*	30583
scaffold_1_RagTag	11700001	11800000	100000	*	32543
scaffold_1_RagTag	11800001	11900000	100000	*	32285
scaffold_1_RagTag	11900001	12000000	100000	*	28172
scaffold_1_RagTag	12000001	12100000	100000	*	29054
scaffold_1_RagTag	12100001	12200000	100000	*	30116
scaffold_1_RagTag	12200001	12300000	100000	*	35360
scaffold_1_RagTag	12300001	12400000	100000	*	25720
scaffold_1_RagTag	12400001	12500000	100000	*	30557
scaffold_1_RagTag	12500001	12600000	100000	*	34526
scaffold_1_RagTag	12600001	12700000	100000	*	33680
scaffold_1_RagTag	12700001	12800000	100000	*	30543
scaffold_1_RagTag	12800001	12900000	100000	*	29747
scaffold_1_RagTag	12900001	13000000	100000	*	28538
scaffold_1_RagTag	13000001	13100000	100000	*	32950
scaffold_1_RagTag	13100001	13200000	100000	*	29274
scaffold_1_RagTag	13200001	13300000	100000	*	26421
scaffold_1_RagTag	13300001	13400000	100000	*	27254
scaffold_1_RagTag	13400001	13500000	100000	*	30877
scaffold_1_RagTag	13500001	13600000	100000	*	33304
scaffold_1_RagTag	13600001	13700000	100000	*	28409
scaffold_1_RagTag	13700001	13800000	100000	*	34775
scaffold_1_RagTag	13800001	13900000	100000	*	30553
scaffold_1_RagTag	13900001	14000000	100000	*	30697
scaffold_1_RagTag	14000001	14100000	100000	*	28259
scaffold_1_RagTag	14100001	14200000	100000	*	33059
scaffold_1_RagTag	14200001	14300000	100000	*	26400
scaffold_1_RagTag	14300001	14400000	100000	*	32264
scaffold_1_RagTag	14400001	14500000	100000	*	32024
scaffold_1_RagTag	14500001	14600000	100000	*	33531
scaffold_1_RagTag	14600001	14700000	100000	*	27653
scaffold_1_RagTag	14700001	14800000	100000	*	30924
scaffold_1_RagTag	14800001	14900000	100000	*	25620
scaffold_1_RagTag	14900001	15000000	100000	*	30596
scaffold_1_RagTag	15000001	15100000	100000	*	34492
scaffold_1_RagTag	15100001	15200000	100000	*	28245
scaffold_1_RagTag	15200001	15300000	100000	*	34452
scaffold_1_RagTag	15300001	15400000	100000	*	26407
scaffold_1_RagTag	15400001	15500000	100000	*	28773
scaffold_1_RagTag	15500001	15600000	100000	*	32781
scaffold_1_RagTag	15600001	15700000	100000	*	21058
scaffold_1_RagTag	15700001	15800000	100000	*	23971
scaffold_1_RagTag	15800001	15900000	100000	*	30369
scaffold_1_RagTag	15900001	16000000	100000	*	25955
scaffold_1_RagTag	16000001	16100000	100000	*	33551
scaffold_1_RagTag	16100001	16200000	100000	*	31385
scaffold_1_RagTag	16200001	16300000	100000	*	29855
scaffold_1_RagTag	16300001	16400000	100000	*	36185
scaffold_1_RagTag	16400001	16500000	100000	*	33386
scaffold_1_RagTag	16500001	16600000	100000	*	32678
scaffold_1_RagTag	16600001	16700000	100000	*	29159
scaffold_1_RagTag	16700001	16800000	100000	*	29140
scaffold_1_RagTag	16800001	16900000	100000	*	30660
scaffold_1_RagTag	16900001	17000000	100000	*	25120
scaffold_1_RagTag	17000001	17100000	100000	*	34959
scaffold_1_RagTag	17100001	17200000	100000	*	32884
scaffold_1_RagTag	17200001	17300000	100000	*	23640
scaffold_1_RagTag	17300001	17400000	100000	*	34594
scaffold_1_RagTag	17400001	17500000	100000	*	31881
scaffold_1_RagTag	17500001	17600000	100000	*	30481
scaffold_1_RagTag	17600001	17700000	100000	*	35568
scaffold_1_RagTag	17700001	17800000	100000	*	28095
scaffold_1_RagTag	17800001	17900000	100000	*	30205
scaffold_1_RagTag	17900001	18000000	100000	*	28657
scaffold_1_RagTag	18000001	18100000	100000	*	32381
scaffold_1_RagTag	18100001	18200000	100000	*	26581
scaffold_1_RagTag	18200001	18300000	100000	*	33142
scaffold_1_RagTag	18300001	18400000	100000	*	26739
scaffold_1_RagTag	18400001	18500000	100000	*	29667
scaffold_1_RagTag	18500001	18600000	100000	*	31850
scaffold_1_RagTag	18600001	18700000	100000	*	30636
scaffold_1_RagTag	18700001	18800000	100000	*	27125
scaffold_1_RagTag	18800001	18900000	100000	*	31130
scaffold_1_RagTag	18900001	19000000	100000	*	29714
scaffold_1_RagTag	19000001	19100000	100000	*	32317
scaffold_1_RagTag	19100001	19200000	100000	*	29092
scaffold_1_RagTag	19200001	19300000	100000	*	26896
scaffold_1_RagTag	19300001	19400000	100000	*	35366
scaffold_1_RagTag	19400001	19500000	100000	*	26054
scaffold_1_RagTag	19500001	19600000	100000	*	28351
scaffold_1_RagTag	19600001	19700000	100000	*	23616
scaffold_1_RagTag	19700001	19800000	100000	*	31659
scaffold_1_RagTag	19800001	19900000	100000	*	28174
scaffold_1_RagTag	19900001	20000000	100000	*	28873
scaffold_1_RagTag	20000001	20100000	100000	*	27943
scaffold_1_RagTag	20100001	20200000	100000	*	24840
scaffold_1_RagTag	20200001	20300000	100000	*	29062
scaffold_1_RagTag	20300001	20400000	100000	*	27701
scaffold_1_RagTag	20400001	20500000	100000	*	24939
scaffold_1_RagTag	20500001	20600000	100000	*	34395
scaffold_1_RagTag	20600001	20700000	100000	*	32339
scaffold_1_RagTag	20700001	20800000	100000	*	29445
scaffold_1_RagTag	20800001	20900000	100000	*	30001
scaffold_1_RagTag	20900001	21000000	100000	*	32148
scaffold_1_RagTag	21000001	21100000	100000	*	30014
scaffold_1_RagTag	21100001	21200000	100000	*	32832
scaffold_1_RagTag	21200001	21300000	100000	*	30858
scaffold_1_RagTag	21300001	21400000	100000	*	28543
scaffold_1_RagTag	21400001	21500000	100000	*	32688
scaffold_1_RagTag	21500001	21600000	100000	*	29491
scaffold_1_RagTag	21600001	21700000	100000	*	32001
scaffold_1_RagTag	21700001	21800000	100000	*	31724
scaffold_1_RagTag	21800001	21900000	100000	*	29298
scaffold_1_RagTag	21900001	22000000	100000	*	30248
scaffold_1_RagTag	22000001	22100000	100000	*	26832
scaffold_1_RagTag	22100001	22200000	100000	*	27918
scaffold_1_RagTag	22200001	22300000	100000	*	23143
scaffold_1_RagTag	22300001	22400000	100000	*	31132
scaffold_1_RagTag	22400001	22500000	100000	*	33741
scaffold_1_RagTag	22500001	22600000	100000	*	28981
scaffold_1_RagTag	22600001	22700000	100000	*	34430
scaffold_1_RagTag	22700001	22800000	100000	*	24149
scaffold_1_RagTag	22800001	22900000	100000	*	26949
scaffold_1_RagTag	22900001	23000000	100000	*	25509
scaffold_1_RagTag	23000001	23100000	100000	*	29158
scaffold_1_RagTag	23100001	23200000	100000	*	32162
scaffold_1_RagTag	23200001	23300000	100000	*	27926
scaffold_1_RagTag	23300001	23400000	100000	*	32302
scaffold_1_RagTag	23400001	23500000	100000	*	31202
scaffold_1_RagTag	23500001	23600000	100000	*	35095
scaffold_1_RagTag	23600001	23700000	100000	*	30763
scaffold_1_RagTag	23700001	23800000	100000	*	26176
scaffold_1_RagTag	23800001	23900000	100000	*	31230
scaffold_1_RagTag	23900001	24000000	100000	*	30630
scaffold_1_RagTag	24000001	24100000	100000	*	27698
scaffold_1_RagTag	24100001	24200000	100000	*	33229
scaffold_1_RagTag	24200001	24300000	100000	*	30531
scaffold_1_RagTag	24300001	24400000	100000	*	30553
scaffold_1_RagTag	24400001	24500000	100000	*	29633
scaffold_1_RagTag	24500001	24600000	100000	*	37002
scaffold_1_RagTag	24600001	24700000	100000	*	35708
scaffold_1_RagTag	24700001	24800000	100000	*	28653
scaffold_1_RagTag	24800001	24900000	100000	*	33262
scaffold_1_RagTag	24900001	25000000	100000	*	32063
scaffold_1_RagTag	25000001	25100000	100000	*	32064
scaffold_1_RagTag	25100001	25200000	100000	*	28205
scaffold_1_RagTag	25200001	25300000	100000	*	28914
scaffold_1_RagTag	25300001	25400000	100000	*	28398
scaffold_1_RagTag	25400001	25500000	100000	*	29761
scaffold_1_RagTag	25500001	25600000	100000	*	35815
scaffold_1_RagTag	25600001	25700000	100000	*	30155
scaffold_1_RagTag	25700001	25800000	100000	*	22694
scaffold_1_RagTag	25800001	25900000	100000	*	31836
scaffold_1_RagTag	25900001	26000000	100000	*	30251
scaffold_1_RagTag	26000001	26100000	100000	*	27793
scaffold_1_RagTag	26100001	26200000	100000	*	32504
scaffold_1_RagTag	26200001	26300000	100000	*	29506
scaffold_1_RagTag	26300001	26400000	100000	*	34012
scaffold_1_RagTag	26400001	26500000	100000	*	31752
scaffold_1_RagTag	26500001	26600000	100000	*	29163
scaffold_1_RagTag	26600001	26700000	100000	*	34205
scaffold_1_RagTag	26700001	26800000	100000	*	31403
scaffold_1_RagTag	26800001	26900000	100000	*	33393
scaffold_1_RagTag	26900001	27000000	100000	*	34495
scaffold_1_RagTag	27000001	27100000	100000	*	30284
scaffold_1_RagTag	27100001	27200000	100000	*	34203
scaffold_1_RagTag	27200001	27300000	100000	*	31723
scaffold_1_RagTag	27300001	27400000	100000	*	30519
scaffold_1_RagTag	27400001	27500000	100000	*	31916
scaffold_1_RagTag	27500001	27600000	100000	*	36084
scaffold_1_RagTag	27600001	27700000	100000	*	31381
scaffold_1_RagTag	27700001	27800000	100000	*	33694
scaffold_1_RagTag	27800001	27900000	100000	*	29276
scaffold_1_RagTag	27900001	28000000	100000	*	32147
scaffold_1_RagTag	28000001	28100000	100000	*	25944
scaffold_1_RagTag	28100001	28200000	100000	*	30702
scaffold_1_RagTag	28200001	28300000	100000	*	32434
scaffold_1_RagTag	28300001	28400000	100000	*	23233
scaffold_1_RagTag	28400001	28500000	100000	*	32906
scaffold_1_RagTag	28500001	28600000	100000	*	28181
scaffold_1_RagTag	28600001	28700000	100000	*	27216
scaffold_1_RagTag	28700001	28800000	100000	*	25841
scaffold_1_RagTag	28800001	28900000	100000	*	31288
scaffold_1_RagTag	28900001	29000000	100000	*	28086
scaffold_1_RagTag	29000001	29100000	100000	*	26348
scaffold_1_RagTag	29100001	29200000	100000	*	26446
scaffold_1_RagTag	29200001	29300000	100000	*	32106
scaffold_1_RagTag	29300001	29400000	100000	*	26027
scaffold_1_RagTag	29400001	29500000	100000	*	25908
scaffold_1_RagTag	29500001	29600000	100000	*	29101
scaffold_1_RagTag	29600001	29700000	100000	*	22894
scaffold_1_RagTag	29700001	29800000	100000	*	28574
scaffold_1_RagTag	29800001	29853912	53912	*	18740
scaffold_2_RagTag	1	100000	100000	*	32015
scaffold_2_RagTag	100001	200000	100000	*	32896
scaffold_2_RagTag	200001	300000	100000	*	29613
scaffold_2_RagTag	300001	400000	100000	*	29059
scaffold_2_RagTag	400001	500000	100000	*	28724
scaffold_2_RagTag	500001	600000	100000	*	33586
scaffold_2_RagTag	600001	700000	100000	*	30196
scaffold_2_RagTag	700001	800000	100000	*	32117
scaffold_2_RagTag	800001	900000	100000	*	33404
scaffold_2_RagTag	900001	1000000	100000	*	28603
scaffold_2_RagTag	1000001	1100000	100000	*	29425
scaffold_2_RagTag	1100001	1200000	100000	*	31860
scaffold_2_RagTag	1200001	1300000	100000	*	24584
scaffold_2_RagTag	1300001	1400000	100000	*	24738
scaffold_2_RagTag	1400001	1500000	100000	*	25075
scaffold_2_RagTag	1500001	1600000	100000	*	30729
scaffold_2_RagTag	1600001	1700000	100000	*	22545
scaffold_2_RagTag	1700001	1800000	100000	*	26813
scaffold_2_RagTag	1800001	1900000	100000	*	31354
scaffold_2_RagTag	1900001	2000000	100000	*	31496
scaffold_2_RagTag	2000001	2100000	100000	*	32549
scaffold_2_RagTag	2100001	2200000	100000	*	31560
scaffold_2_RagTag	2200001	2300000	100000	*	29034
scaffold_2_RagTag	2300001	2400000	100000	*	25961
scaffold_2_RagTag	2400001	2500000	100000	*	30545
scaffold_2_RagTag	2500001	2600000	100000	*	33581
scaffold_2_RagTag	2600001	2700000	100000	*	31762
scaffold_2_RagTag	2700001	2800000	100000	*	26016
scaffold_2_RagTag	2800001	2900000	100000	*	27587
scaffold_2_RagTag	2900001	3000000	100000	*	26991
scaffold_2_RagTag	3000001	3100000	100000	*	30792
scaffold_2_RagTag	3100001	3200000	100000	*	21309
scaffold_2_RagTag	3200001	3300000	100000	*	34620
scaffold_2_RagTag	3300001	3400000	100000	*	35353
scaffold_2_RagTag	3400001	3500000	100000	*	31704
scaffold_2_RagTag	3500001	3600000	100000	*	28294
scaffold_2_RagTag	3600001	3700000	100000	*	26494
scaffold_2_RagTag	3700001	3800000	100000	*	24620
scaffold_2_RagTag	3800001	3900000	100000	*	29221
scaffold_2_RagTag	3900001	4000000	100000	*	31406
scaffold_2_RagTag	4000001	4100000	100000	*	26375
scaffold_2_RagTag	4100001	4200000	100000	*	26425
scaffold_2_RagTag	4200001	4300000	100000	*	33318
scaffold_2_RagTag	4300001	4400000	100000	*	27584
scaffold_2_RagTag	4400001	4500000	100000	*	27410
scaffold_2_RagTag	4500001	4600000	100000	*	33736
scaffold_2_RagTag	4600001	4700000	100000	*	29710
scaffold_2_RagTag	4700001	4800000	100000	*	29894
scaffold_2_RagTag	4800001	4900000	100000	*	31252
scaffold_2_RagTag	4900001	5000000	100000	*	29937
scaffold_2_RagTag	5000001	5100000	100000	*	33363
scaffold_2_RagTag	5100001	5200000	100000	*	28713
scaffold_2_RagTag	5200001	5300000	100000	*	32557
scaffold_2_RagTag	5300001	5400000	100000	*	32205
scaffold_2_RagTag	5400001	5500000	100000	*	34820
scaffold_2_RagTag	5500001	5600000	100000	*	31997
scaffold_2_RagTag	5600001	5700000	100000	*	31075
scaffold_2_RagTag	5700001	5800000	100000	*	26114
scaffold_2_RagTag	5800001	5900000	100000	*	31654
scaffold_2_RagTag	5900001	6000000	100000	*	27244
scaffold_2_RagTag	6000001	6100000	100000	*	33174
scaffold_2_RagTag	6100001	6200000	100000	*	28807
scaffold_2_RagTag	6200001	6300000	100000	*	29307
scaffold_2_RagTag	6300001	6400000	100000	*	33922
scaffold_2_RagTag	6400001	6500000	100000	*	33260
scaffold_2_RagTag	6500001	6600000	100000	*	32069
scaffold_2_RagTag	6600001	6700000	100000	*	32173
scaffold_2_RagTag	6700001	6800000	100000	*	30403
scaffold_2_RagTag	6800001	6900000	100000	*	21157
scaffold_2_RagTag	6900001	7000000	100000	*	30158
scaffold_2_RagTag	7000001	7100000	100000	*	31405
scaffold_2_RagTag	7100001	7200000	100000	*	28951
scaffold_2_RagTag	7200001	7300000	100000	*	25616
scaffold_2_RagTag	7300001	7400000	100000	*	28337
scaffold_2_RagTag	7400001	7500000	100000	*	32277
scaffold_2_RagTag	7500001	7600000	100000	*	29642
scaffold_2_RagTag	7600001	7700000	100000	*	33488
scaffold_2_RagTag	7700001	7800000	100000	*	31511
scaffold_2_RagTag	7800001	7900000	100000	*	30117
scaffold_2_RagTag	7900001	8000000	100000	*	31982
scaffold_2_RagTag	8000001	8100000	100000	*	31489
scaffold_2_RagTag	8100001	8200000	100000	*	29957
scaffold_2_RagTag	8200001	8300000	100000	*	29273
scaffold_2_RagTag	8300001	8400000	100000	*	33211
scaffold_2_RagTag	8400001	8500000	100000	*	28896
scaffold_2_RagTag	8500001	8600000	100000	*	25456
scaffold_2_RagTag	8600001	8700000	100000	*	26519
scaffold_2_RagTag	8700001	8800000	100000	*	30091
scaffold_2_RagTag	8800001	8900000	100000	*	24070
scaffold_2_RagTag	8900001	9000000	100000	*	31931
scaffold_2_RagTag	9000001	9100000	100000	*	24484
scaffold_2_RagTag	9100001	9200000	100000	*	30612
scaffold_2_RagTag	9200001	9300000	100000	*	31578
scaffold_2_RagTag	9300001	9400000	100000	*	33740
scaffold_2_RagTag	9400001	9500000	100000	*	30026
scaffold_2_RagTag	9500001	9600000	100000	*	31332
scaffold_2_RagTag	9600001	9700000	100000	*	22800
scaffold_2_RagTag	9700001	9800000	100000	*	24947
scaffold_2_RagTag	9800001	9900000	100000	*	31396
scaffold_2_RagTag	9900001	10000000	100000	*	29440
scaffold_2_RagTag	10000001	10100000	100000	*	31359
scaffold_2_RagTag	10100001	10200000	100000	*	31351
scaffold_2_RagTag	10200001	10300000	100000	*	30103
scaffold_2_RagTag	10300001	10400000	100000	*	31031
scaffold_2_RagTag	10400001	10500000	100000	*	20729
scaffold_2_RagTag	10500001	10600000	100000	*	27618
scaffold_2_RagTag	10600001	10700000	100000	*	20626
scaffold_2_RagTag	10700001	10800000	100000	*	28790
scaffold_2_RagTag	10800001	10900000	100000	*	29397
scaffold_2_RagTag	10900001	11000000	100000	*	31973
scaffold_2_RagTag	11000001	11100000	100000	*	33362
scaffold_2_RagTag	11100001	11200000	100000	*	27436
scaffold_2_RagTag	11200001	11300000	100000	*	31949
scaffold_2_RagTag	11300001	11400000	100000	*	30734
scaffold_2_RagTag	11400001	11500000	100000	*	29686
scaffold_2_RagTag	11500001	11600000	100000	*	27288
scaffold_2_RagTag	11600001	11700000	100000	*	33315
scaffold_2_RagTag	11700001	11800000	100000	*	35833
scaffold_2_RagTag	11800001	11900000	100000	*	30062
scaffold_2_RagTag	11900001	12000000	100000	*	30088
scaffold_2_RagTag	12000001	12100000	100000	*	31331
scaffold_2_RagTag	12100001	12200000	100000	*	26155
scaffold_2_RagTag	12200001	12300000	100000	*	29707
scaffold_2_RagTag	12300001	12400000	100000	*	27164
scaffold_2_RagTag	12400001	12500000	100000	*	26325
scaffold_2_RagTag	12500001	12600000	100000	*	24694
scaffold_2_RagTag	12600001	12700000	100000	*	30585
scaffold_2_RagTag	12700001	12800000	100000	*	30039
scaffold_2_RagTag	12800001	12900000	100000	*	28930
scaffold_2_RagTag	12900001	13000000	100000	*	32875
scaffold_2_RagTag	13000001	13100000	100000	*	29136
scaffold_2_RagTag	13100001	13200000	100000	*	28741
scaffold_2_RagTag	13200001	13300000	100000	*	35361
scaffold_2_RagTag	13300001	13400000	100000	*	30093
scaffold_2_RagTag	13400001	13500000	100000	*	26765
scaffold_2_RagTag	13500001	13600000	100000	*	31174
scaffold_2_RagTag	13600001	13700000	100000	*	31635
scaffold_2_RagTag	13700001	13800000	100000	*	29793
scaffold_2_RagTag	13800001	13900000	100000	*	28896
scaffold_2_RagTag	13900001	14000000	100000	*	32864
scaffold_2_RagTag	14000001	14100000	100000	*	26760
scaffold_2_RagTag	14100001	14200000	100000	*	25137
scaffold_2_RagTag	14200001	14300000	100000	*	30855
scaffold_2_RagTag	14300001	14400000	100000	*	34526
scaffold_2_RagTag	14400001	14500000	100000	*	34661
scaffold_2_RagTag	14500001	14600000	100000	*	31892
scaffold_2_RagTag	14600001	14700000	100000	*	33615
scaffold_2_RagTag	14700001	14800000	100000	*	32926
scaffold_2_RagTag	14800001	14900000	100000	*	33143
scaffold_2_RagTag	14900001	15000000	100000	*	33046
scaffold_2_RagTag	15000001	15100000	100000	*	31352
scaffold_2_RagTag	15100001	15200000	100000	*	33163
scaffold_2_RagTag	15200001	15300000	100000	*	36049
scaffold_2_RagTag	15300001	15400000	100000	*	32738
scaffold_2_RagTag	15400001	15500000	100000	*	32262
scaffold_2_RagTag	15500001	15600000	100000	*	30798
scaffold_2_RagTag	15600001	15700000	100000	*	35010
scaffold_2_RagTag	15700001	15800000	100000	*	30606
scaffold_2_RagTag	15800001	15900000	100000	*	34733
scaffold_2_RagTag	15900001	16000000	100000	*	32948
scaffold_2_RagTag	16000001	16100000	100000	*	28697
scaffold_2_RagTag	16100001	16200000	100000	*	32777
scaffold_2_RagTag	16200001	16300000	100000	*	33183
scaffold_2_RagTag	16300001	16400000	100000	*	28793
scaffold_2_RagTag	16400001	16500000	100000	*	30320
scaffold_2_RagTag	16500001	16600000	100000	*	27734
scaffold_2_RagTag	16600001	16700000	100000	*	32059
scaffold_2_RagTag	16700001	16800000	100000	*	35937
scaffold_2_RagTag	16800001	16900000	100000	*	33732
scaffold_2_RagTag	16900001	17000000	100000	*	29170
scaffold_2_RagTag	17000001	17100000	100000	*	29864
scaffold_2_RagTag	17100001	17200000	100000	*	32768
scaffold_2_RagTag	17200001	17300000	100000	*	27761
scaffold_2_RagTag	17300001	17400000	100000	*	27018
scaffold_2_RagTag	17400001	17500000	100000	*	32599
scaffold_2_RagTag	17500001	17600000	100000	*	31617
scaffold_2_RagTag	17600001	17700000	100000	*	33622
scaffold_2_RagTag	17700001	17800000	100000	*	25728
scaffold_2_RagTag	17800001	17900000	100000	*	31309
scaffold_2_RagTag	17900001	18000000	100000	*	31415
scaffold_2_RagTag	18000001	18100000	100000	*	34814
scaffold_2_RagTag	18100001	18200000	100000	*	24719
scaffold_2_RagTag	18200001	18300000	100000	*	34209
scaffold_2_RagTag	18300001	18400000	100000	*	34229
scaffold_2_RagTag	18400001	18500000	100000	*	33287
scaffold_2_RagTag	18500001	18600000	100000	*	35894
scaffold_2_RagTag	18600001	18700000	100000	*	35465
scaffold_2_RagTag	18700001	18800000	100000	*	37460
scaffold_2_RagTag	18800001	18900000	100000	*	21730
scaffold_2_RagTag	18900001	19000000	100000	*	35967
scaffold_2_RagTag	19000001	19100000	100000	*	29162
scaffold_2_RagTag	19100001	19200000	100000	*	35882
scaffold_2_RagTag	19200001	19300000	100000	*	36194
scaffold_2_RagTag	19300001	19400000	100000	*	36550
scaffold_2_RagTag	19400001	19430572	30572	*	10844
scaffold_3_RagTag	1	100000	100000	*	29969
scaffold_3_RagTag	100001	200000	100000	*	28291
scaffold_3_RagTag	200001	300000	100000	*	34264
scaffold_3_RagTag	300001	400000	100000	*	28994
scaffold_3_RagTag	400001	500000	100000	*	33922
scaffold_3_RagTag	500001	600000	100000	*	32785
